url,site,product_name,price,checked_at
https://www.amazon.in/iPhone-16-128-GB-Control/dp/B0DGJHBX5Y,amazon,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black : Amazon.in: Electronics",66900,2025-11-28T04:27:12.319393
https://www.amazon.in/Apple-iPhone-15-128-GB/dp/B0CHX1W1XY,amazon,Apple iPhone 15 (128 GB) - Black : Amazon.in: Electronics,52990,2025-11-28T06:34:16.470112
https://www.amazon.in/iPhone-16-128-GB-Control/dp/B0DGJHBX5Y,amazon,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black : Amazon.in: Electronics",66900,2025-11-28T06:34:21.367154
https://www.amazon.in/Apple-iPhone-15-128-GB/dp/B0CHX1W1XY,amazon,Apple iPhone 15 (128 GB) - Black : Amazon.in: Electronics,52990,2025-11-28T08:30:51.559131
https://www.amazon.in/iPhone-16-128-GB-Control/dp/B0DGJHBX5Y,amazon,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black : Amazon.in: Electronics",66900,2025-11-28T08:30:56.520411
https://www.amazon.in/Apple-iPhone-15-128-GB/dp/B0CHX1W1XY,amazon,Apple iPhone 15 (128 GB) - Black : Amazon.in: Electronics,52990,2025-11-28T10:24:46.258135
https://www.amazon.in/iPhone-16-128-GB-Control/dp/B0DGJHBX5Y,amazon,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black : Amazon.in: Electronics",66900,2025-11-28T10:24:51.512941
https://www.amazon.in/Apple-iPhone-15-128-GB/dp/B0CHX1W1XY,amazon,Apple iPhone 15 (128 GB) - Black : Amazon.in: Electronics,52990,2025-11-28T12:43:20.998771
https://www.amazon.in/iPhone-16-128-GB-Control/dp/B0DGJHBX5Y,amazon,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black : Amazon.in: Electronics",66900,2025-11-28T12:43:26.251016
https://www.amazon.in/Apple-iPhone-15-128-GB/dp/B0CHX1W1XY,amazon,Apple iPhone 15 (128 GB) - Black : Amazon.in: Electronics,52990,2025-11-28T14:22:38.070589
https://www.amazon.in/iPhone-16-128-GB-Control/dp/B0DGJHBX5Y,amazon,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Black : Amazon.in: Electronics",66900,2025-11-28T14:22:42.974141
https://www.amazon.in/Apple-iPhone-15-128-GB/dp/B0CHX1W1XY,amazon,Apple iPhone 15 (128 GB) - Black : Amazon.in: Electronics,52990,2025-11-28T16:28:07.619986
